Tag,Date,Parameter Code,Values,Parameter Description,Units of Measurement,Media,Method,Type,Lat,Long
2855470,5/11/05,10,23.7,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2855469,5/11/05,10,23.7,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2855468,5/11/05,10,23.7,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2855467,5/11/05,10,23.8,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2855466,5/11/05,10,24,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2855465,5/11/05,10,24.1,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2855464,5/11/05,10,24.1,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2855463,5/11/05,10,24.1,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2855462,5/11/05,10,24.1,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2855461,5/11/05,10,24.1,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2855460,5/11/05,10,24.1,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2855459,5/11/05,10,24.1,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2855458,5/11/05,10,24.1,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2855457,5/11/05,10,24.1,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
R230760,4/20/05,10,24.7,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
R230758,4/20/05,10,23.5,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
R224338,3/31/05,10,21.9,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2679712,3/31/05,10,18.9,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2679711,3/31/05,10,19.7,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2679710,3/31/05,10,20,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2679709,3/31/05,10,20.6,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2679708,3/31/05,10,21.1,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2679707,3/31/05,10,21.2,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2679706,3/31/05,10,21.3,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2679705,3/31/05,10,21.7,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
R230449,2/17/05,10,16.2,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2846779,2/17/05,10,16.3,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2846778,2/17/05,10,16.4,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2846777,2/17/05,10,16.1,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2846776,2/17/05,10,16.1,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2846775,2/17/05,10,16.2,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2846774,2/17/05,10,16.2,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2846773,2/17/05,10,16.2,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2846772,2/17/05,10,16.1,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2846771,2/17/05,10,16.1,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2846770,2/17/05,10,16.2,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2846769,2/17/05,10,16.2,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2846768,2/17/05,10,16.2,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2846767,2/17/05,10,16.2,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
R228001,2/10/05,10,14.6,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
R227236,2/10/05,10,12.5,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
R222873,1/25/05,10,13.8,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2626865,1/25/05,10,13.8,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2626864,1/25/05,10,13.9,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2626863,1/25/05,10,13.8,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
R222963,12/15/04,10,16,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2627411,12/15/04,10,14.8,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2627410,12/15/04,10,14.6,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2627409,12/15/04,10,14.8,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2627408,12/15/04,10,15.1,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2627407,12/15/04,10,15.6,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2627406,12/15/04,10,15.9,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
R222504,12/1/04,10,17.8,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2622081,12/1/04,10,18,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2622080,12/1/04,10,17.8,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2622079,12/1/04,10,17.7,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
R221852,11/4/04,10,18.9,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
R221785,11/4/04,10,21.4,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2617250,11/4/04,10,24.3,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2617249,11/4/04,10,24.1,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2617248,11/4/04,10,23.6,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2617247,11/4/04,10,23.2,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2617246,11/4/04,10,22.7,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2617245,11/4/04,10,22.5,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2617244,11/4/04,10,22.2,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2617243,11/4/04,10,22,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2617242,11/4/04,10,21.5,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2617241,11/4/04,10,21.3,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2617237,11/4/04,10,21.2,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2617226,11/4/04,10,21.2,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2617225,11/4/04,10,21.2,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2617224,11/4/04,10,21.4,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
R221742,11/3/04,10,21.6,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
R221520,9/16/04,10,29.7,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
R218864,7/27/04,10,30.1,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2582294,7/27/04,10,30.1,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2582293,7/27/04,10,30.1,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2582292,7/27/04,10,30.1,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2582291,7/27/04,10,30.1,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2582290,7/27/04,10,30.1,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2582289,7/27/04,10,30.2,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2582288,7/27/04,10,30.2,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2582287,7/27/04,10,30.2,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2582286,7/27/04,10,30.2,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2582285,7/27/04,10,30.2,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2582284,7/27/04,10,30.2,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2582283,7/27/04,10,30.1,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2582282,7/27/04,10,30.2,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2582281,7/27/04,10,30.1,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2582280,7/27/04,10,30.1,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2582279,7/27/04,10,30,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
R219348,7/14/04,10,26.7,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2598936,7/14/04,10,23.6,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2598935,7/14/04,10,23.7,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2598934,7/14/04,10,24,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2598933,7/14/04,10,24.7,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2598932,7/14/04,10,25.7,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2598931,7/14/04,10,25.6,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2598930,7/14/04,10,26.1,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
R218945,7/8/04,10,27.9,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2584688,7/8/04,10,26.9,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2584687,7/8/04,10,26.9,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2584686,7/8/04,10,27,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2584685,7/8/04,10,27.1,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2584684,7/8/04,10,27.5,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
R218697,6/29/04,10,32.3,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
R218690,6/29/04,10,30.1,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
R217788,5/5/04,10,24.2,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2551726,5/5/04,10,22.8,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2551725,5/5/04,10,22.9,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2551724,5/5/04,10,22.8,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2551723,5/5/04,10,22.8,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2551722,5/5/04,10,22.8,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2551721,5/5/04,10,22.9,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2551720,5/5/04,10,22.9,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2551719,5/5/04,10,22.9,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2551718,5/5/04,10,22.9,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2551717,5/5/04,10,22.9,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2551716,5/5/04,10,22.9,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2551715,5/5/04,10,22.9,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2551714,5/5/04,10,22.9,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2551713,5/5/04,10,23.1,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2551712,5/5/04,10,23.2,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
R217777,4/20/04,10,23.8,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
R217776,4/20/04,10,22.9,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
R216781,3/31/04,10,22.6,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2520021,3/31/04,10,20.7,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
2520020,3/31/04,10,21.4,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,24.647017,93.581543
