"Date","AQS_SITE_ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CSA_CODE","CSA_NAME","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"05/06/2000","17-031-0014","1","12.6","ug/m3 LC","52.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"05/09/2000","17-031-0014","1","7.7","ug/m3 LC","32.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"05/12/2000","17-031-0014","1","25","ug/m3 LC","78.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"05/15/2000","17-031-0014","1","10.7","ug/m3 LC","45.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"05/18/2000","17-031-0014","1","11.9","ug/m3 LC","50.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"05/21/2000","17-031-0014","1","17.7","ug/m3 LC","63.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"05/24/2000","17-031-0014","1","11.3","ug/m3 LC","47.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"05/27/2000","17-031-0014","1","21.7","ug/m3 LC","71.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"05/30/2000","17-031-0014","1","21.2","ug/m3 LC","70.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"06/02/2000","17-031-0014","1","8.5","ug/m3 LC","35.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"06/05/2000","17-031-0014","1","7.7","ug/m3 LC","32.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"06/08/2000","17-031-0014","1","17.4","ug/m3 LC","62.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"06/11/2000","17-031-0014","1","9.9","ug/m3 LC","41.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"06/14/2000","17-031-0014","1","11.2","ug/m3 LC","47.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"06/17/2000","17-031-0014","1","3.8","ug/m3 LC","16.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"06/20/2000","17-031-0014","1","15.9","ug/m3 LC","59.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"06/23/2000","17-031-0014","1","16.2","ug/m3 LC","60.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"06/26/2000","17-031-0014","1","9.6","ug/m3 LC","40.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"06/29/2000","17-031-0014","1","8.7","ug/m3 LC","36.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"07/02/2000","17-031-0014","1","23","ug/m3 LC","74.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"07/05/2000","17-031-0014","1","16.4","ug/m3 LC","60.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"07/08/2000","17-031-0014","1","15.9","ug/m3 LC","59.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"07/11/2000","17-031-0014","1","11.3","ug/m3 LC","47.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"07/29/2000","17-031-0014","1","18.8","ug/m3 LC","65.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"08/01/2000","17-031-0014","1","17.2","ug/m3 LC","62.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"08/04/2000","17-031-0014","1","11.3","ug/m3 LC","47.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"08/07/2000","17-031-0014","1","15.6","ug/m3 LC","58.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"08/10/2000","17-031-0014","1","12.6","ug/m3 LC","52.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"08/13/2000","17-031-0014","1","13","ug/m3 LC","53.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"08/16/2000","17-031-0014","1","4.2","ug/m3 LC","18.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"08/19/2000","17-031-0014","1","9.1","ug/m3 LC","38.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"08/22/2000","17-031-0014","1","29.8","ug/m3 LC","88.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"08/25/2000","17-031-0014","1","28.5","ug/m3 LC","85.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"08/28/2000","17-031-0014","1","24.4","ug/m3 LC","77.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"08/31/2000","17-031-0014","1","34.6","ug/m3 LC","98.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"09/03/2000","17-031-0014","1","17.6","ug/m3 LC","63.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"09/06/2000","17-031-0014","1","11","ug/m3 LC","46.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"09/09/2000","17-031-0014","1","18","ug/m3 LC","63.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"09/12/2000","17-031-0014","1","7.9","ug/m3 LC","33.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"09/15/2000","17-031-0014","1","6.2","ug/m3 LC","26.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"09/18/2000","17-031-0014","1","18.1","ug/m3 LC","64.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"09/21/2000","17-031-0014","1","6.5","ug/m3 LC","27.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"09/24/2000","17-031-0014","1","3.2","ug/m3 LC","13.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"09/27/2000","17-031-0014","1","11.2","ug/m3 LC","47.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"09/30/2000","17-031-0014","1","15.5","ug/m3 LC","58.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"10/03/2000","17-031-0014","1","11","ug/m3 LC","46.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"10/06/2000","17-031-0014","1","9.3","ug/m3 LC","39.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"10/12/2000","17-031-0014","1","14.9","ug/m3 LC","57.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"10/15/2000","17-031-0014","1","8.7","ug/m3 LC","36.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"10/18/2000","17-031-0014","1","30.2","ug/m3 LC","89.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"10/21/2000","17-031-0014","1","20.3","ug/m3 LC","68.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"10/24/2000","17-031-0014","1","32.4","ug/m3 LC","94.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"10/27/2000","17-031-0014","1","23.1","ug/m3 LC","74.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"11/02/2000","17-031-0014","1","21.1","ug/m3 LC","70.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"11/05/2000","17-031-0014","1","11.6","ug/m3 LC","48.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"11/08/2000","17-031-0014","1","12.1","ug/m3 LC","51.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"11/11/2000","17-031-0014","1","18.8","ug/m3 LC","65.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"11/14/2000","17-031-0014","1","11.2","ug/m3 LC","47.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"11/17/2000","17-031-0014","1","12.3","ug/m3 LC","51.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"11/20/2000","17-031-0014","1","10","ug/m3 LC","42.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"11/23/2000","17-031-0014","1","25.7","ug/m3 LC","80.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"11/26/2000","17-031-0014","1","19","ug/m3 LC","66.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"11/29/2000","17-031-0014","1","18.7","ug/m3 LC","65.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"12/02/2000","17-031-0014","1","2.3","ug/m3 LC","10.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"12/05/2000","17-031-0014","1","7.9","ug/m3 LC","33.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"12/08/2000","17-031-0014","1","21.3","ug/m3 LC","70.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"12/11/2000","17-031-0014","1","4.5","ug/m3 LC","19.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
"12/14/2000","17-031-0014","1","29.7","ug/m3 LC","88.00","1","100.0000","88101","PM2.5 - Local Conditions","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","17","Illinois","031","Cook","41.834243","-87.623800"
